,Ramm,Medinfi Healthcare Pvt Ltd,3,3,2,2,Medium,High,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),Home Country,,,,Some Paid Customers,,,1,Yes,,"D, B, C, A",2,2,Medium,Low,None as of now,3,,,,,,Financial Discipline,,,,,Customer Success,2,2,Medium,Tangentially relevant backgrounds,Medium (50-200 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,"Since this is a very capital intensive business till Series A, show how well you have and will manage the finances in a disciplined manner to gain investor confidence. This clarity is important.",2018-02-06 02:30:02,2018-02-06 02:46:57,80c1048a72
,Ramm,SmartClean Technologies Pte Ltd,3,3,3,3,Medium,High,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),2-3 Countries,,,,Some Paid Customers,,,0,Yes,,"D, C, A, B",3,3,Medium,Medium,None as of now,4,,,,,,Customer Success,,Marketing,Biz Dev,,,3,3,Medium,Highly relevant backgrounds,Small (<50 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Unique product but lacking fit,"As discussed, do create and keep communicating your Customer Success story, especially during the course of your pilots.",2018-02-06 02:50:10,2018-02-06 03:03:15,80c1048a72
,Ramm,Blonk,3,3,4,2,Low(Unlikely to be in top 10 in their category),High,,Superior Quality,Distribution Leverage,Geographic Presence,,Low(<12 Months),Global,,,,Some Paid Customers,,,1,Yes,,"D, C, B, A",2,2,Medium,Medium,NONE,4,,No Tech Leadership,Quality of Developers,,,,Tech,,Biz Dev,,,3,3,Medium,Highly relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,"1. Do share on the dashboard comments on your month-on-month growth in clients and revenues over the past 6 months. 2. Do incorporate and share your Customer Success Story in all your pitches and communications, especially the measures.",2018-02-06 05:38:15,2018-02-06 05:43:41,80c1048a72
,Kenya,Eunimart Crossborder Pte Ltd,4,4,3,3,Medium,High,Low Price,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),Global,,,,Some Paid Customers,Growing Fast,,1,Yes,,"a,c,d,b",2,3,High,Medium,comprehensive domain knowledge,3,,No Tech Leadership,Quality of Developers,,,,Tech,,,,,3,3,High,Highly relevant backgrounds,High (>200 M),No technological barriers,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"good biz driven team, large market, high competition",2018-02-06 23:12:14,2018-02-06 23:24:57,791739f716
,Kenya,Invento Robotics,2,2,3,4,Medium,High,,Superior Quality,Distribution Leverage,Geographic Presence,,High(>24 Months),Global,,,,Some Paid Customers,,,1,No,,"b,d,c,a",2,2,High,High,agility and dexterity to develop s/w and h/w,2,,,,Business Dev,,,,,Biz Dev,,,3,2,Medium,Highly relevant backgrounds,Medium (50-200 M),Defensible and unique tech advantages,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Differentiated and strong product-market fit,"Strong solution development skills and product oriented company. Strong product will bring biz opportunity. On the other hand, biz strategy weak, need deeper understanding and choose a niche.",2018-02-06 23:25:31,2018-02-06 23:38:04,791739f716
,Kenya,Bank2grow.com,4,4,2,2,Medium,High,,,Distribution Leverage,,deep understanding of regional mkt,Medium(12-24 Months),Home Country,,,,Some Paid Customers,,,0,No,,"b,c,d,a",2,2,Low,Medium,"algo for comprehensive scoring system, operational knowledge",2,,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,3,2,Medium,Tangentially relevant backgrounds,Medium (50-200 M),Defensible and unique tech advantages,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,"While the foundation of the service is stable, it comes with the price of scalability. Fundamental understanding of the IND local market trend may need improvement, thus their biz growth can be slow. The general mkt size is very very big.",2018-02-06 23:38:26,2018-02-06 23:49:03,791739f716
,Kenya,"BlobCity, Inc",2,2,3,2,Low(Unlikely to be in top 10 in their category),Low,,Superior Quality,,,,Medium(12-24 Months),Home Country,,Some Free Customers,,Some Paid Customers,,,0,No,,"b,c,a,d",2,2,Low,Medium,Established experience in big data systems on the cloud.,3,,,,Business Dev,,,,,Biz Dev,,,2,2,Low ,Tangentially relevant backgrounds,Small (<50 M),Differentiated but not defensible,Conditional on certain key events,Steady revenues with need to scale,Unique product but lacking fit,"Stable revenue as of today, but value per money not clear, hence will struggle in scaling the biz.",2018-02-06 23:49:27,2018-02-06 23:58:20,791739f716
,Kenya,Drones Tech Lab,3,4,2,2,Medium,Medium,,Superior Quality,Distribution Leverage,,,High(>24 Months),Home Country,,,,Some Paid Customers,,,0,No,,"b,c,a,d",2,2,Low,Low,Strong tech to build solution in this segment.,2,,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,2,2,Low ,Highly relevant backgrounds,Small (<50 M),Defensible and unique tech advantages,Conditional on certain key events,Steady revenues with need to scale,Not differentiated,Fundamentally a SI/solution provider with strong tech. Not a startup with product with scalability.,2018-02-06 23:58:36,2018-02-07 00:04:18,791739f716
,Kenya,Limitless,3,2,1,2,Low(Unlikely to be in top 10 in their category),High,Low Price,,Distribution Leverage,,,Low(<12 Months),2-3 Countries,No Traction yet,Some Free Customers,,,,,0,No,,"c,b,a,d",2,2,High,Low,"Possibly, the knowledge and understanding of complex financial portfolio management biz structure.",2,,No Tech Leadership,,Business Dev,,,,,Biz Dev,,Strategic thinking,1,2,Low ,General business proficiency,Small (<50 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,,2018-02-07 00:04:33,2018-02-07 00:10:24,791739f716
,Kenya,Kenyt.ai,2,2,1,2,Low(Unlikely to be in top 10 in their category),High,,Superior Quality,Distribution Leverage,,,Low(<12 Months),2-3 Countries,,,,Some Paid Customers,,,0,No,,"c,b,a,d",2,3,Medium,Low,Strong experience in AI related projects,2,,No Tech Leadership,,Business Dev,,,Tech,,Biz Dev,,,2,2,Low ,Tangentially relevant backgrounds,Small (<50 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,Quality of the conversational bot too early to compete with human-to-human chat msging. Tech not strong enough to drive biz growth at the moment.,2018-02-07 00:11:01,2018-02-07 00:17:41,791739f716
,Kenya,Pingal Technologies Pvt Limited,2,1,2,1,Low(Unlikely to be in top 10 in their category),Medium,,Superior Quality,,Geographic Presence,,Low(<12 Months),Home Country,No Traction yet,Some Free Customers,,,,,0,No,,"c,b,a,d",1,2,Low,Low,Domain knowledge of BI for financial institutes.,2,,No Tech Leadership,Quality of Developers,,,,Tech,,Biz Dev,,,2,2,Low ,Tangentially relevant backgrounds,Small (<50 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,,2018-02-07 00:18:23,2018-02-07 00:25:29,791739f716
,Dorit,Hashprep,3,3,3,1,Medium,Medium,,,,,first they have to proof that their system really improves test scores and reduces drop out rates,Medium(12-24 Months),Home Country,,Some Free Customers,,,,,1,,overall yes but lacking consumer metrics,C,3,3,High,Low,technology background but lack training insights,3,,,,,,no training expert,,,,,training expert,3,2,Medium,Tangentially relevant backgrounds,High (>200 M),No technological barriers,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,"the current business model is only a stepping stone for a much bigger idea I believe, but they would need to invest into AI technology to deliver a real personalised learning experience. They also will sit on a huge data base of how students learn and what makes content successful, they need to think how to leverage that additionally",2018-01-25 07:25:22,2018-01-25 07:32:11,919b1a27bf
,Dorit,Triputhao,3,2,3,1,Medium,Low,,,,,getting a lot of cab drivers and agents on the site,Medium(12-24 Months),Home Country,,Some Free Customers,,,,,0,Yes,,A with another provider coming into the market,3,3,High,High,first to market,3,,,,,,managing cost of aquisition,,,,,data analystics,3,3,Medium,Highly relevant backgrounds,High (>200 M),No technological barriers,Well planned and provides successful strategy,Imminent revenue in 6-12m,Differentiated and strong product-market fit,I like their idea as they even help taxi drivers to get better paid and secure more income. India internal travel is a huge market of 12 bn US. The team has a good strategic advisor and have a clear focus. but overall outlook isn't exciting yet,2018-01-26 05:13:45,2018-01-26 05:20:45,919b1a27bf
,Dorit,Fittree,4,3,4,2,High (Likely to be in top 3 in 24 months time),Medium,,Superior Quality,,,,High(>24 Months),Pan Asia,,,,Some Paid Customers,,,1,,could be better defined,C and D,3,3,High,High,first to market with a strong idea,4,,,,,,potentially finance ,,,,Fund Raise,none in the moment,3,3,Medium,Tangentially relevant backgrounds,High (>200 M),Differentiated but not defensible,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,there is clearly a need for healthy food delivery and people are willing to pay for this. i like the idea that all the food will be developed by a nutritionist and can be customised. Finding kitchen partners with spare capacity and scaling their logistic system will be a challenge for growth especially as the net profit margin is around 12%,2018-01-26 05:20:58,2018-01-26 05:27:27,919b1a27bf
,Dorit,Discount monkey,2,2,3,1,Low(Unlikely to be in top 10 in their category),Medium,,,,,getting as many brands/retailer on the platform and then users to download the APP,Medium(12-24 Months),Home Country,,Some Free Customers,,,,,0,Yes,,B,2,3,Medium,Medium,first to market in India,3,,,,,Marketing,,,Marketing,,,,2,3,Medium,Tangentially relevant backgrounds,High (>200 M),No technological barriers,Well planned and provides successful strategy,Imminent revenue in 6-12m,Unique product but lacking fit,"as the advertising market is so scattered I understand that retailers jump on this platform to reach out to more customers. The overall idea isn't bad but lacks some consumer engagement. I can see it as a Pinterest for discounts, so there has to be a way to make it more personalized potentially. they need to add an e-commerce link, which they plan in the future. Overall good idea, but needs some help to finetune and strengthen it.",2018-01-26 05:27:38,2018-01-26 05:33:09,919b1a27bf
,Dorit,Superfan,3,3,4,3,Medium,Medium,,,,,getting lots of business to sign up on platform,Medium(12-24 Months),Global,,,,Some Paid Customers,,,0,No,,D,3,2,Medium,Medium,good idea as companies try to reach out with more personalized messaging strategy,3,,,,,,business strategy,,,,,none in the moment,2,2,Medium,Tangentially relevant backgrounds,High (>200 M),Differentiated but not defensible,Logical and well planned but no provenance,Steady revenues with need to scale,Differentiated and strong product-market fit,this feels like a social listening tool that can do 'google analytics' over several social platforms and can segment the consumers into lukewarm friends to super fans and allows brands to reach out with personalised messaging strategies. not a bad idea and they show traction but not sure how differentiated and how easy to copy ,2018-01-26 05:33:30,2018-01-26 05:40:49,919b1a27bf
,Dorit,Repup,4,4,4,4,High (Likely to be in top 3 in 24 months time),Medium,,,Distribution Leverage,,,Medium(12-24 Months),Global,,,,,Growing Fast,,1,Yes,,c,4,4,High,Medium,established in the market,4,,,,,,none for my knowledge,,,,,none,4,4,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Well planned and provides successful strategy,Early in revenue cycle - 12-24 months to stable revenues,Differentiated and strong product-market fit,great product  to measure the full customer experience in the hospitality industry and manage customer satisfaction,2018-01-27 07:36:12,2018-01-27 07:41:43,919b1a27bf
,Dorit,CoPro,3,3,3,3,Medium,Medium,,,,,sign up of relevant start ups and influencers,Medium(12-24 Months),Pan Asia,,,,Some Paid Customers,,,0,Yes,,D,3,2,Medium,Medium,they building their business on community grass route drivers and transparency,3,,,,Business Dev,,,,,Biz Dev,,,3,3,Medium,Tangentially relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Steady revenues with need to scale,Differentiated and strong product-market fit,"interesting idea to help start ups from Asia to sell their products globally..as they have problems, so if they establish their presence fast and show a lot of success, this could be an interesting platform",2018-01-27 07:42:19,2018-01-27 07:47:24,919b1a27bf
,Dorit,BlueLotus360,3,3,3,3,High (Likely to be in top 3 in 24 months time),Medium,,,Distribution Leverage,,getting more clients and building success stories,Medium(12-24 Months),SEA,,,,,Growing Fast,,1,,overall yes but they are IT guys ,"C,D,A",3,3,High,Medium,architecture of software and seamless integration with other softwares,3,,,,,,B2B mentor,,Marketing,,,,3,3,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"I am not from the construction business, but having an integrated business makes sense and their project funnel and income shows they are onto something. Even if they focus on emerging markets, this is where construction is happening",2018-01-29 02:46:30,2018-01-29 02:51:11,919b1a27bf
,Dorit,Onspon,2,3,2,1,High (Likely to be in top 3 in 24 months time),Low,,,Distribution Leverage,,getting as many brands and events listed,Medium(12-24 Months),SEA,,,,,Growing Fast,,1,Yes,,"C,B(market trends more) and how brands see the importance of sponsorships",3,3,High,Medium,just first to market so far but need to grow fast to keep advantage,3,,,,,,enterprise sales person,,,,,enterprise sales,3,2,High,Highly relevant backgrounds,High (>200 M),No technological barriers,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"market places are always interesting but also hard to build. Sponsorships are relevant but only the smaller ones will sell thru a platform, the larger bitter ticket items will go thru personal relationships. the team has some good traction and some good ideas to incl rating and an APP. but need to crack more the idea how successful sponsorships were.",2018-01-29 03:56:16,2018-01-29 04:01:48,919b1a27bf
,Dorit,Brightfox learning,2,1,2,1,Medium,Low,,,Distribution Leverage,,,Medium(12-24 Months),SEA,,,,Some Paid Customers,,,1,,ok,"C, D",2,2,Medium,Medium,first to market if this is correct,2,,,,,Marketing,sales,,,,,sales and marketing,2,2,Medium,Tangentially relevant backgrounds,High (>200 M),No technological barriers,Conditional on certain key events,Steady revenues with need to scale,Differentiated and strong product-market fit,fun educational books are always of interest and specially personalized ones. I didn't like the execution and I believe if they want to become a bigger player they need to improve the quality and also ensure that their message is culturally relevant and also think about how to expand their offerings,2018-01-29 08:29:43,2018-01-29 08:33:32,919b1a27bf
,Dorit,Cheqqme,4,4,3,3,Medium,Low,,,,,get lots of customer signed as well as consumers,Medium(12-24 Months),SEA,,,,Some Paid Customers,,,1,,ok,"B,C",3,2,Medium,Medium,high profile team member with good connections,4,,,,Business Dev,Marketing,,,,,,need some strategy help,3,3,Medium,Tangentially relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,"O2O is a big issue and they have some nice ideas with gamifications etc. painpoint is strong but I think they are confused what they offer. currently they are more a loyalty program. Currently they don't offer anything really exciting and this is why they want to focus on emerging markets. Probably the offering is correct for these countries, but he should think bigger",2018-01-29 08:33:46,2018-01-29 08:40:04,919b1a27bf
,Dorit,101 career,4,4,4,2,High (Likely to be in top 3 in 24 months time),Medium,,,,,engaging evaluations and adding value to teenagers to find the right career path,Medium(12-24 Months),Global,,,,Some Paid Customers,,,0,Yes,,"B,C",4,3,High,Medium,starting from Singapore and focusing on international schools globally and not on US or UK only,3,,,,,,none obvious,,,,,they need sales and sales support,4,4,Medium,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"finding a career path for young people is traumatic and currently the schools have very little support and if so they are boring . So a new , fun system is great, but assume that education area and working with schools takes more time, but the idea is great. ",2018-01-29 09:49:06,2018-01-29 09:53:31,919b1a27bf
,Dorit,popular chips,4,4,4,2,High (Likely to be in top 3 in 24 months time),Medium,,,,,fast growth to establish themselves,Medium(12-24 Months),Global,,,,,Growing Fast,,1,Yes,,"D,C",4,4,High,High,"first mover advantage, have build strong data base of past two years which competition can't replicate",4,,,,,,none,,,,,they need sales team to grow,4,4,High,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"awesome product, clear need in the market, their client base speaks volumes, strong team...influencer marketing analytics (and they can read Weibo for western clients) are the future",2018-01-30 06:19:09,2018-01-30 06:25:03,919b1a27bf
,Hitoshi Iwasaki,"Astra IT, INC - Czar Securities",4,3,3,3,Medium,Medium,,Superior Quality,,,,High(>24 Months),Global,,,,,Growing Fast,,1,Yes,,"D, C, A, B",4,3,High,Medium,Acceleration of business expansion on the back of partnership companies. ,4,,,,,Marketing,,,Marketing,,,,4,4,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Well planned and provides successful strategy,Imminent revenue in 6-12m,Differentiated and strong product-market fit,"Coherent pitch and seemingly user-friendly product interface. I am not very into the tech in cyber-security, but a series of awards won by them seems to be suggesting that they have a certain technological edge. ",2018-02-08 12:47:16,2018-02-08 13:01:10,522d981943
,Hitoshi Iwasaki,Sherpa Funds Technology,2,2,1,2,Low(Unlikely to be in top 10 in their category),High,,Superior Quality,,,,Medium(12-24 Months),Global,,,,Some Paid Customers,,,0,Yes,,"C, A, B, D",3,3,Medium,Medium,Track record that proves superiority of the survive ,3,,,,,Marketing,,,Marketing,,,,2,3,Medium,Highly relevant backgrounds,Medium (50-200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,A few more concrete examples (including client’s testimonial) that prove superiority of their service would have been appreciated. Most of the explanation remained a bit abstract. ,2018-02-08 12:47:07,2018-02-08 13:04:50,522d981943
